event,division,season,id
2018 San Diego Slammer,Club,2018,631
Swan Boat 2018,Club,2018,632
TCT Pro-Elite Challenge (Colorado Cup) 2018,Club,2018,633
2018 Philadelphia Select Classic II,Club,2018,634
Club Terminus 2018,Club,2018,635
Layout for Summer 2018,Club,2018,636
2018 Richmond Stonewalled,Club,2018,637
The Royal Experience '18,Club,2018,638
Vacationland 2018,Club,2018,639
TCT Select Flight Invite 2018,Club,2018,640
Philly Invite 2018,Club,2018,641
Rose City Rumble 2,Club,2018,642
Battle for the Beltway 2018,Club,2018,643
MN Ultimate Disc Invitational 2018,Club,2018,644
Bourbon Bash 2018,Club,2018,645
Revolution 2018,Club,2018,646
SunRise Open 2018,Club,2018,647
Truckee River Ultimate Cooldown 2018,Club,2018,648
Old Line Classic 2018,Club,2018,649
Heavyweights 2018,Club,2018,650
PB&J 2018,Club,2018,651
Chesapeake Open 2018,Club,2018,652
Hootie on the Hill 2018,Club,2018,653
Nucci's Cup 2018,Club,2018,654
Cooler Classic 30,Club,2018,655
Oshadega Ultimate Invite 2018,Club,2018,656
Riverside Classic 2018,Club,2018,657
Ski Town Classic 2018,Club,2018,658
TCT Elite-Select Challenge 2018,Club,2018,659
Trestlemania III,Club,2018,660
The Bropen 2018,Club,2018,661
CBR Memorial 2018,Club,2018,662
End of Season Round Robin - Boston,Club,2018,663
The Incident 2018,Club,2018,664
Indy Invite Club 2018,Club,2018,665
Sectional Sanction Upstate NY 2018,Club,2018,666
Rush Hour Round Robin 2018,Club,2018,667
Rutabaga Rebellion,Club,2018,668
Coconino Classic 2018,Club,2018,669
Kleinman Eruption 2018,Club,2018,670
WC Mixed Round Robin,Club,2018,671
White Mountain Mixed 2018,Club,2018,672
Philly Open 2018,Club,2018,673
HoDown ShowDown XXII,Club,2018,674
Michigan Mix Up 2018,Club,2018,675
Chowdafest 2018,Club,2018,676
Mixed Club Summer Series 2018,Club,2018,677
The 1st Annual Northwest Fruit Bowl,Club,2018,678
Castle Rock Mixed 2018,Club,2018,679
Vermont Round Robin 2018,Club,2018,680
Bay Area Invite 2018,Club,2018,681
TCT Pro Championships 2018,Club,2018,682
USA Ultimate National Championships,Club,2019,683
Great Lakes Men's Club Regional Championship,Club,2019,684
Mid-Atlantic Men's Club Regional Championship 2019,Club,2019,685
North Central Club Men's Regional Championship 2019,Club,2019,686
Northeast Club Men's Regional Championship 2019,Club,2019,687
Northwest Club Men's Regional Championship 2019,Club,2019,688
South Central Club Men's Regional Championship 2019,Club,2019,689
Southeast Club Men's Regional Championship 2019,Club,2019,690
Southwest Club Men's Regional Championship 2019,Club,2019,691
Great Lakes Mixed Club Regional Championship 2019,Club,2019,692
Mid-Atlantic Mixed Club Regional Championship 2019,Club,2019,693
North Central Club Mixed Regional Championship 2019,Club,2019,694
Northeast Club Mixed Regional Championship 2019,Club,2019,695
Northwest Club Mixed Regional Championship 2019,Club,2019,696
South Central Club Mixed Regional Championship 2019,Club,2019,697
Southeast Club Mixed Regional Championship 2019,Club,2019,698
Southwest Club Mixed Regional Championship 2019,Club,2019,699
Great Lakes Women's Club Regional Championship 2019,Club,2019,700
Mid-Atlantic Women's Club Regional Championship 2019,Club,2019,701
North Central Club Women's Regional Championship 2019,Club,2019,702
Northeast Club Women's Regional Championship 2019,Club,2019,703
Northwest Club Women's Regional Championship 2019,Club,2019,704
South Central Club Women's Regional Championship 2019,Club,2019,705
Southeast Club Women's Regional Championship 2019,Club,2019,706
Southwest Club Women's Regional Championship 2019,Club,2019,707
Central Plains Men's Club Sectional Championship 2019,Club,2019,708
East Plains Men's Club Sectional Championship 2019,Club,2019,709
Capital Men's Club Sectional Championship 2019,Club,2019,710
Founders Men's Club Sectional Championship 2019,Club,2019,711
Northwest Plains Men's Club Sectional Championship 2019,Club,2019,712
West Plains Men's Club Sectional Championship 2019,Club,2019,713
East New England Men's Club Sectional Championship 2019,Club,2019,714
Metro New York Men's Club Sectional Championship 2019,Club,2019,715
Upstate New York Men's Club Sectional Championship 2019,Club,2019,716
Big Sky Men's Club Sectional Championship 2019,Club,2019,717
Oregon Men's Club Sectional Championship 2019,Club,2019,718
Washington Men's Club Sectional Championship 2019,Club,2019,719
Ozarks Men's Club Sectional Championship 2019,Club,2019,720
Rocky Mountain Men's Club Sectional Championship 2019,Club,2019,721
Texas Men's Club Sectional Championship 2019,Club,2019,722
East Coast Men's Club Sectional Championship 2019,Club,2019,723
Florida Men's Club Sectional Championship 2019,Club,2019,724
Gulf Coast Men's Club Sectional Championship 2019,Club,2019,725
North Carolina Men's Club Sectional Championship 2019,Club,2019,726
Nor Cal Men's Club Sectional Championship 2019,Club,2019,727
So Cal Men's Club Sectional Championship 2019,Club,2019,728
Central Plains Mixed Club Sectional Championship 2019,Club,2019,729
East Plains Mixed Club Sectional Championship 2019,Club,2019,730
Capital Mixed Club Sectional Championship 2019,Club,2019,731
Founders Mixed Club Sectional Championship 2019,Club,2019,732
Northwest Plains Mixed Club Sectional Championship 2019,Club,2019,733
West Plains Mixed Club Sectional Championship 2019,Club,2019,734
East New England Mixed Club Sectional Championship 2019,Club,2019,735
Metro New York Mixed Club Sectional Championship 2019,Club,2019,736
Upstate New York Mixed Club Sectional Championship 2019,Club,2019,737
West New England Mixed Club Sectional Championship 2019,Club,2019,738
Big Sky Mixed Club Sectional Championship 2019,Club,2019,739
Oregon Mixed Club Sectional Championship 2019,Club,2019,740
Washington Mixed Club Sectional Championship 2019,Club,2019,741
Ozarks Mixed Club Sectional Championship 2019,Club,2019,742
Rocky Mountain Mixed Club Sectional Championship 2019,Club,2019,743
Texas Mixed Club Sectional Championship 2019,Club,2019,744
East Coast Mixed Club Sectional Championship 2019,Club,2019,745
Florida Mixed Club Sectional Championship 2019,Club,2019,746
Gulf Coast Mixed Club Sectional Championship 2019,Club,2019,747
North Carolina Mixed Club Sectional Championship 2019,Club,2019,748
Nor Cal Mixed Club Sectional Championship 2019,Club,2019,749
So Cal Mixed Club Sectional Championship 2019,Club,2019,750
Central Plains Women's Club Sectional Championship 2019,Club,2019,751
East Plains Women's Club Sectional Championship 2019,Club,2019,752
Capital Women's Club Sectional Championship 2019,Club,2019,753
Founders Women's Club Sectional Championship 2019,Club,2019,754
Northwest Plains Women's Club Sectional Championship 2019,Club,2019,755
West Plains Women's Club Sectional Championship 2019,Club,2019,756
East New England Women's Club Sectional Championship 2019,Club,2019,757
Metro New York Women's Club Sectional Championship 2019,Club,2019,758
Upstate New York Women's Club Sectional Championship 2019,Club,2019,759
West New England Women's Club Sectional Championship 2019,Club,2019,760
Big Sky Women's Club Sectional Championship 2019,Club,2019,761
Washington Women's Club Sectional Championship 2019,Club,2019,762
Rocky Mountain Women's Club Sectional Championship 2019,Club,2019,763
Texas Women's Club Sectional Championship 2019,Club,2019,764
East Coast Women's Club Sectional Championship 2019,Club,2019,765
Florida Women's Club Sectional Championship 2019,Club,2019,766
Gulf Coast Women's Club Sectional Championship 2019,Club,2019,767
North Carolina Women's Club Sectional Championship 2019,Club,2019,768
Nor Cal Women's Club Sectional Championship 2019,Club,2019,769
So Cal Women's Club Sectional Championship 2019,Club,2019,770
2019 U.S. Open Club Championship,Club,2019,771
ATL Classic 2019,Club,2019,772
San Diego Slammer 2019,Club,2019,773
Boston Invite 2019,Club,2019,774
SCINNY 2019,Club,2019,775
Eugene Summer Solstice 2019,Club,2019,776
Fort Collins Summer Solstice 2019,Club,2019,777
Texas 2 Finger - Men's and Women's,Club,2019,778
Bay Area Ultimate Classic 2019,Club,2019,779
AMP Invite 2019,Club,2019,780
Northwest Mixer 2019,Club,2019,781
Texas Two Finger 2019,Club,2019,782
Capital District Classic 2019,Club,2019,783
Summer Glazed Daze 2019,Club,2019,784
Rocky Mountain Mixed Round Robin,Club,2019,785
Rose City Rumble 2019,Club,2019,786
Truckee River Ultimate Cooldown 2019,Club,2019,787
New York Warmup Women's Sanctioned Games 2019,Club,2019,788
Motown Throwdown 2019,Club,2019,789
Huntsville Huckfest 2019,Club,2019,790
AntlerLock 2019,Club,2019,791
Ow My Knee,Club,2019,792
Swan Boat 2019,Club,2019,793
The Bropen 2019,Club,2019,794
Riverside Classic 2019,Club,2019,795
TCT Pro-Elite Challenge (Colorado Cup) 2019,Club,2019,796
TCT Select Flight Invite - West 2019,Club,2019,797
Stonewalled 2019,Club,2019,798
The Royal Experience 2019,Club,2019,799
Vacationland 2019,Club,2019,800
2019 Club Terminus,Club,2019,801
Angel City Shootout 2019,Club,2019,802
PB&J 2019,Club,2019,803
TCT Select Flight Invite - East 2019,Club,2019,804
Spirit of the Plains 2018,Club,2019,805
Battle for the Beltway 2019,Club,2019,806
Hometown Mix Up 2019,Club,2019,807
OK Corral 2019,Club,2019,808
Philly Invite 2019,Club,2019,809
Bourbon Bash 2019,Club,2019,810
Minnesota Ultimate Disc Invitational,Club,2019,811
Revolution 2019,Club,2019,812
Scuffletown Throwdown 2019,Club,2019,813
The Friend Zone,Club,2019,814
Heavyweights 2019,Club,2019,815
Philly Open 2019,Club,2019,816
CBR 2019,Club,2019,817
Chesapeake Open 2019,Club,2019,818
Nucci's Cup 2019,Club,2019,819
TCT Elite-Select Challenge 2019,Club,2019,820
Cooler Classic 31,Club,2019,821
Hootie on the Hill 2019,Club,2019,822
Mudbowl 2019,Club,2019,823
Indy Invite Club 2019,Club,2019,824
FCS Invite 2019,Club,2019,825
The Incident 2019: Age of Ultimatron,Club,2019,826
Ski Town Classic 2019,Club,2019,827
Labor Day (Recreational Tournament),Club,2019,828
TCT Pro Championships 2019,Club,2019,829
4th Annual Coconino Classic 2019,Club,2019,830
Kleinman Eruption 2019,Club,2019,831
HoDown ShowDown 23 G.O.A.T.,Club,2019,832
CUDA Round Robin 2019,Club,2019,833
Sanctionals 2019,Club,2019,834
Chowdafest 2019,Club,2019,835
Northwest Fruit Bowl 2019,Club,2019,836
Seattle Round Robin 2019,Club,2019,837
D-I College Championships,College,2014,838
D-III College Championships,College,2014,839
Atlantic Coast D-I College Men's Regionals,College,2014,840
Atlantic Coast D-III College Men's Regionals,College,2014,841
Atlantic Coast Dev College Men's Regionals,College,2014,842
Great Lakes D-I College Men's Regionals,College,2014,843
Great Lakes D-III College Men's Regionals,College,2014,844
Metro East D-I College Men's Regionals,College,2014,845
Metro East D-III College Men's Regionals,College,2014,846
New England D-I College Men's Regionals,College,2014,847
New England Dev College Men's Regionals,College,2014,848
New England D-III College Men's Regionals,College,2014,849
North Central D-I College Men's Regionals,College,2014,850
North Central D-III College Men's Regionals,College,2014,851
Northwest D-I College Men's Regionals,College,2014,852
Ohio Valley D-I College Men's Regionals,College,2014,853
Ohio Valley D-III College Men's Regionals,College,2014,854
Ohio Valley Dev College Men's Regionals,College,2014,855
South Central D-I College Men's Regionals,College,2014,856
Southeast D-I College Men's Regionals,College,2014,857
Southwest D-I College Men's Regionals,College,2014,858
Atlantic Coast D-I College Women's Regionals,College,2014,859
Great Lakes D-I College Women's Regionals,College,2014,860
Metro East D-I College Women's Regionals,College,2014,861
Metro East D-III College Women's Regionals,College,2014,862
New England D-I College Women's Regionals,College,2014,863
New England D-III College Women's Regionals,College,2014,864
North Central D-I College Women's Regionals,College,2014,865
Northwest D-I College Women's Regionals,College,2014,866
Ohio Valley D-I College Women's Regionals,College,2014,867
Ohio Valley D-III College Women's Regionals,College,2014,868
South Central D-I College Women's Regionals,College,2014,869
Southeast D-I College Women's Regionals,College,2014,870
Southwest D-I College Women's Regionals,College,2014,871
Carolina D-I College Men's CC,College,2014,872
Carolina D-III College Men's CC,College,2014,873
Virginia Dev College Men's CC,College,2014,874
Colonial D-I College Men's CC,College,2014,875
Colonial Dev College Men's CC,College,2014,876
Northern Atlantic Coast D-III College Men's CC,College,2014,877
Virginia D-I College Men's CC,College,2014,878
Eastern Great Lakes Dev College Men's CC,College,2014,879
East Plains D-I College Men's CC,College,2014,880
East Plains D-III College Men's CC,College,2014,881
Illinois D-I College Men's CC,College,2014,882
Illinois D-III College Men's CC,College,2014,883
Michigan D-I College Men's CC,College,2014,884
Hudson Valley D-I College Men's CC,College,2014,885
Hudson Valley D-III College Men's CC,College,2014,886
Metro East Dev College Men's CC,College,2014,887
Metro NY D-I College Men's CC,College,2014,888
Metro NY D-III College Men's CC,College,2014,889
Western NY D-I College Men's CC,College,2014,890
Western NY D-III College Men's CC,College,2014,891
Metro Boston D-I College Men's CC,College,2014,892
Metro Boston D-III College Men's CC,College,2014,893
Metro Boston Dev College Men's CC,College,2014,894
North New England D-I College Men's CC,College,2014,895
North New England D-III College Men's CC,College,2014,896
North New England Dev College Men's CC,College,2014,897
South New England D-I College Men's CC,College,2014,898
South New England D-III College Men's CC,College,2014,899
South New England Dev College Men's CC,College,2014,900
Northwoods D-I College Men's CC,College,2014,901
Northwoods D-III College Men's CC,College,2014,902
Northwoods Dev College Men's CC,College,2014,903
Lake Superior D-I College Men's CC,College,2014,904
Lake Superior D-III College Men's CC,College,2014,905
Lake Superior Dev College Men's CC,College,2014,906
West Plains D-I College Men's CC,College,2014,907
West Plains D-III College Men's CC,College,2014,908
Big Sky D-I College Men's CC,College,2014,909
Cascadia D-I College Men's CC,College,2014,910
Northwest D-III College Men's CC,College,2014,911
East Penn D-I College Men's CC,College,2014,912
East Penn D-III College Men's CC,College,2014,913
Ohio D-I College Men's CC,College,2014,914
Ohio D-III College Men's CC,College,2014,915
Ohio Dev College Men's CC,College,2014,916
Pennsylvania Dev College Men's CC,College,2014,917
West Penn D-I College Men's CC,College,2014,918
West Penn D-III College Men's CC,College,2014,919
North Texas D-I College Men's CC,College,2014,920
Ozarks D-I College Men's CC,College,2014,921
Rocky Mountain D-I College Men's CC,College,2014,922
South Central D-III College Men's CC,College,2014,923
South Texas D-I College Men's CC,College,2014,924
Florida D-I College Men's CC,College,2014,925
Florida Dev College Men's CC,College,2014,926
Gulf Coast D-I College Men's CC,College,2014,927
Southern Appalachian D-I College Men's CC,College,2014,928
Southeast D-III College Men's CC,College,2014,929
Desert D-I College Men's CC,College,2014,930
NorCal D-I College Men's CC,College,2014,931
Southwest Dev College Men's CC,College,2014,932
SoCal D-I College Men's CC,College,2014,933
Southwest D-III College Men's CC,College,2014,934
Atlantic Coast D-III College Women's CC,College,2014,935
Atlantic Coast Dev College Women's CC,College,2014,936
Carolina D-I College Women's CC,College,2014,937
Colonial D-I College Women's CC,College,2014,938
Virginia D-I College Women's CC,College,2014,939
Eastern Great Lakes D-I College Women's CC,College,2014,940
Great Lakes D-III College Women's CC,College,2014,941
Illinois D-I College Women's CC,College,2014,942
Eastern Metro East D-I College Women's CC,College,2014,943
Eastern Metro East D-III College Women's CC,College,2014,944
Western NY D-I College Women's CC,College,2014,945
Greater New England D-I College Women's CC,College,2014,946
Metro Boston D-I College Women's CC,College,2014,947
Metro Boston D-III College Women's CC,College,2014,948
New England Dev College Women's CC,College,2014,949
North New England D-III College Women's CC,College,2014,950
South New England D-III College Women's CC,College,2014,951
North Central D-III College Women's CC,College,2014,952
Western North Central D-I College Women's CC,College,2014,953
Big Sky D-I College Women's CC,College,2014,954
Cascadia D-I College Women's CC,College,2014,955
Northwest D-III College Women's CC,College,2014,956
Ohio D-I College Women's CC,College,2014,957
Ohio D-III College Women's CC,College,2014,958
Pennsylvania D-I College Women's CC,College,2014,959
Pennsylvania D-III College Women's CC,College,2014,960
Ozarks D-I College Women's CC,College,2014,961
Rocky Mountain D-I College Women's CC,College,2014,962
Texas D-I College Women's CC,College,2014,963
Florida D-I College Women's CC,College,2014,964
Gulf Coast D-I College Women's CC,College,2014,965
Southern Appalachian D-I College Women's CC,College,2014,966
Desert D-I College Women's CC,College,2014,967
NorCal D-I College Women's CC,College,2014,968
SoCal D-I College Women's CC,College,2014,969
Southwest Dev College Women's CC,College,2014,970
ACC Ultimate Championships,College,2014,971
New Year Fest,College,2014,972
Santa Barbara Invite,College,2014,973
T-Town Throwdown X,College,2014,974
Colluvium 2014,College,2014,975
Big D in Little d,College,2014,976
DIII Warm Up,College,2014,977
Emory Invite 2014,College,2014,978
Queen City Tune Up 2014,College,2014,979
Stanford Open 2014,College,2014,980
Warm Up: A Florida Affair,College,2014,981
Hendrix Ultimate Experience (HUX),College,2014,982
President's Day Invite,College,2014,983
Guruvium 2.0,College,2014,984
Cat Fight,College,2014,985
DC Area Round Robin,College,2014,986
Easterns Qualifier,College,2014,987
Huckin' in the Hills,College,2014,988
Bring the Huckus V,College,2014,989
DIII Midwestern Invite,College,2014,990
Mardi Gras 27,College,2014,991
Midwest Throwdown,College,2014,992
Stanford Invite 2014,College,2014,993
Trouble In Vegas,College,2014,994
Woodside Invite - Developmental,College,2014,995
AC Session I,College,2014,996
Huck Finn,College,2014,997
Tally Classic IX,College,2014,998
Boogie Nights,College,2014,999
Centex Invite,College,2014,1000
College Terminus 2014,College,2014,1001
PLU BBQ,College,2014,1002
Woodside Invite,College,2014,1003
Easterns and DIII Easterns,College,2014,1004
Southerns,College,2014,1005
A-Town Throwdown,College,2014,1006
Battle for the Beltway,College,2014,1007
Huck Buddy Invite,College,2014,1008
Music City Tune-Up,College,2014,1009
Patriot Games,College,2014,1010
Provo Open,College,2014,1011
River City Lights,College,2014,1012
Spring Awakening,College,2014,1013
Chicago Invite College,College,2014,1014
Freaknik,College,2014,1015
Garden State IV,College,2014,1016
Heart of Texas Huckfest,College,2014,1017
Kentucky Classic,College,2014,1018
New England Open 2014,College,2014,1019
Old Capital Open,College,2014,1020
Rocky Mountain Invite,College,2014,1021
Smellfish Beenanza,College,2014,1022
Snow Pants/No Pants,College,2014,1023
Get Skyy'd (Men's),College,2014,1024
Richmond Tune-Up,College,2014,1025
Florida Winter Classic Womens,College,2014,1026
Joint Summit,College,2014,1027
Big D in Little d (Women's),College,2014,1028
Tarheel Tune-Up,College,2014,1029
Presidents' Day Open Classic,College,2014,1030
Queen City Tune-Up,College,2014,1031
Presidents' Day Invitational 2014,College,2014,1032
Ashevillian Invitational 2014,College,2014,1033
Bonanza (Women's Division),College,2014,1034
Houston Antifreeze,College,2014,1035
Moonlight Invite,College,2014,1036
Pigglyfest B,College,2014,1037
Jungle Love Remix,College,2014,1038
Delaware Classic,College,2014,1039
Music City Mash-Up,College,2014,1040
MIT Round Robin - Saturday,College,2014,1041
Virginia is for Layouts,College,2014,1042
MIT Round Robin - Sunday,College,2014,1043
UNH Casual Huck,College,2014,1044
Women's College Centex,College,2014,1045
NW Challenge,College,2014,1046
Get Skyy'd,College,2014,1047
I-85 Rodeo,College,2014,1048
Boomtown Invite,College,2014,1049
USA Ultimate D-I College Championships,College,2015,1050
USA Ultimate D-III College Championships,College,2015,1051
Atlantic Coast Dev College Men's Regionals,College,2015,1052
Atlantic Coast D-I College Men's Regionals,College,2015,1053
Atlantic Coast D-III College Men's Regionals,College,2015,1054
Great Lakes Dev College Men's Regionals,College,2015,1055
Great Lakes D-I College Men's Regionals,College,2015,1056
Great Lakes D-III College Men's Regionals,College,2015,1057
Metro East D-I College Men's Regionals,College,2015,1058
Metro East D-III College Men's Regionals,College,2015,1059
New England Dev College Men's Regionals,College,2015,1060
New England D-I College Men's Regionals,College,2015,1061
New England D-III College Men's Regionals,College,2015,1062
North Central D-I College Men's Regionals,College,2015,1063
North Central D-III College Men's Regionals,College,2015,1064
Northwest D-I College Men's Regionals,College,2015,1065
Ohio Valley D-I College Men's Regionals,College,2015,1066
Ohio Valley D-III College Men's Regionals,College,2015,1067
South Central D-I College Men's Regionals,College,2015,1068
South Central D-III College Men's Regionals,College,2015,1069
Southeast D-I College Men's Regionals,College,2015,1070
Southwest D-I College Men's Regionals,College,2015,1071
Atlantic Coast D-I College Women's Regionals,College,2015,1072
Great Lakes D-I College Women's Regionals,College,2015,1073
Metro East D-I College Women's Regionals,College,2015,1074
Metro East D-III College Women's Regionals,College,2015,1075
New England D-I College Women's Regionals,College,2015,1076
New England D-III College Women's Regionals,College,2015,1077
North Central D-I College Women's Regionals,College,2015,1078
Northwest D-I College Women's Regionals,College,2015,1079
Ohio Valley D-I College Women's Regionals,College,2015,1080
Ohio Valley D-III College Women's Regionals,College,2015,1081
South Central D-I College Women's Regionals,College,2015,1082
Southeast D-I College Women's Regionals,College,2015,1083
Southwest D-I College Women's Regionals,College,2015,1084
Carolina Dev College Men's CC,College,2015,1085
Colonial Dev College Men's CC,College,2015,1086
Virginia Dev College Men's CC,College,2015,1087
Carolina D-I College Men's CC,College,2015,1088
Colonial D-I College Men's CC,College,2015,1089
Virginia D-I College Men's CC,College,2015,1090
Carolina D-III College Men's CC,College,2015,1091
Northern Atlantic Coast D-III College Men's CC,College,2015,1092
Eastern Great Lakes Dev College Men's CC,College,2015,1093
East Plains D-I College Men's CC,College,2015,1094
Illinois D-I College Men's CC,College,2015,1095
Michigan D-I College Men's CC,College,2015,1096
East Plains D-III College Men's CC,College,2015,1097
Illinois D-III College Men's CC,College,2015,1098
Metro East Dev College Men's CC,College,2015,1099
Hudson Valley D-I College Men's CC,College,2015,1100
Metro NY D-I College Men's CC,College,2015,1101
Western NY D-I College Men's CC,College,2015,1102
Hudson Valley D-III College Men's CC,College,2015,1103
Metro NY D-III College Men's CC,College,2015,1104
Western NY D-III College Men's CC,College,2015,1105
Metro Boston Dev College Men's CC,College,2015,1106
South New England Dev College Men's CC,College,2015,1107
Metro Boston D-I College Men's CC,College,2015,1108
South New England D-I College Men's CC,College,2015,1109
Metro Boston D-III College Men's CC,College,2015,1110
North New England D-III College Men's CC,College,2015,1111
South New England D-III College Men's CC,College,2015,1112
North Central Dev College Men's CC,College,2015,1113
Lake Superior D-I College Men's CC,College,2015,1114
Northwoods D-I College Men's CC,College,2015,1115
West Plains D-I College Men's CC,College,2015,1116
Lake Superior D-III College Men's CC,College,2015,1117
Northwoods D-III College Men's CC,College,2015,1118
West Plains D-III College Men's CC,College,2015,1119
Big Sky D-I College Men's CC,College,2015,1120
Cascadia D-I College Men's CC,College,2015,1121
Northwest D-III College Men's CC,College,2015,1122
Ohio Dev College Men's CC,College,2015,1123
Pennsylvania Dev College Men's CC,College,2015,1124
East Penn D-I College Men's CC,College,2015,1125
Ohio D-I College Men's CC,College,2015,1126
West Penn D-I College Men's CC,College,2015,1127
East Penn D-III College Men's CC,College,2015,1128
Ohio D-III College Men's CC,College,2015,1129
West Penn D-III College Men's CC,College,2015,1130
North Texas D-I College Men's CC,College,2015,1131
Ozarks D-I College Men's CC,College,2015,1132
Rocky Mountain D-I College Men's CC,College,2015,1133
South Texas D-I College Men's CC,College,2015,1134
Northern South Central D-III College Men's CC,College,2015,1135
Texas D-III College Men's CC,College,2015,1136
Southeast Dev College Men's CC,College,2015,1137
Florida D-I College Men's CC,College,2015,1138
Gulf Coast D-I College Men's CC,College,2015,1139
Southern Appalachian D-I College Men's CC,College,2015,1140
Southeast D-III College Men's CC,College,2015,1141
Southwest Dev College Men's CC,College,2015,1142
Desert D-I College Men's CC,College,2015,1143
NorCal D-I College Men's CC,College,2015,1144
SoCal D-I College Men's CC,College,2015,1145
Southwest D-III College Men's CC,College,2015,1146
Atlantic Coast Dev College Women's CC,College,2015,1147
Carolina D-I College Women's CC,College,2015,1148
Colonial D-I College Women's CC,College,2015,1149
Virginia D-I College Women's CC,College,2015,1150
Atlantic Coast D-III College Women's CC,College,2015,1151
Eastern Great Lakes D-I College Women's CC,College,2015,1152
Illinois D-I College Women's CC,College,2015,1153
Great Lakes D-III College Women's CC,College,2015,1154
Eastern Metro East D-I College Women's CC,College,2015,1155
Western NY D-I College Women's CC,College,2015,1156
Eastern Metro East D-III College Women's CC,College,2015,1157
Western NY D-III College Women's CC,College,2015,1158
New England Dev College Women's CC,College,2015,1159
Greater New England D-I College Women's CC,College,2015,1160
Metro Boston D-I College Women's CC,College,2015,1161
Metro Boston D-III College Women's CC,College,2015,1162
North New England D-III College Women's CC,College,2015,1163
South New England D-III College Women's CC,College,2015,1164
Lake Superior D-I College Women's CC,College,2015,1165
Western North Central D-I College Women's CC,College,2015,1166
North Central D-III College Women's CC,College,2015,1167
Big Sky D-I College Women's CC,College,2015,1168
Cascadia D-I College Women's CC,College,2015,1169
Northwest D-III College Women's CC,College,2015,1170
Ohio D-I College Women's CC,College,2015,1171
Pennsylvania D-I College Women's CC,College,2015,1172
Ohio D-III College Women's CC,College,2015,1173
Pennsylvania D-III College Women's CC,College,2015,1174
Ozarks D-I College Women's CC,College,2015,1175
Rocky Mountain D-I College Women's CC,College,2015,1176
Texas D-I College Women's CC,College,2015,1177
South Central D-III College Women's CC,College,2015,1178
Florida D-I College Women's CC,College,2015,1179
Gulf Coast D-I College Women's CC,College,2015,1180
Southern Appalachian D-I College Women's CC,College,2015,1181
Southwest Dev College Women's CC,College,2015,1182
Desert D-I College Women's CC,College,2015,1183
NorCal D-I College Women's CC,College,2015,1184
SoCal D-I College Women's CC,College,2015,1185
Santa Barbara Qualifier 2015,College,2015,1186
Carolina Kickoff 2015,College,2015,1187
Colluvium 2015 (Men's),College,2015,1188
Santa Barbara Invite 2015 sponsored by Savage,College,2015,1189
Joint Summit XXXI,College,2015,1190
New Year Fest College Division 2015,College,2015,1191
Queen City Tune Up 2015,College,2015,1192
Stanford Open 2015,College,2015,1193
Warm Up: A Florida Affair 2015,College,2015,1194
Ugly Winter Dome 2015,College,2015,1195
Crouching Tiger Hidden Panda Developmental 2015,College,2015,1196
Mardi Gras 28,College,2015,1197
President's Day Invite 2015,College,2015,1198
Lovers Quarrel 2015,College,2015,1199
2015 Big D in Little d (Men's),College,2015,1200
Bring The Huckus 2015 - Indoors,College,2015,1201
Chillanova 2015,College,2015,1202
Easterns Qualifier 2015,College,2015,1203
Illinois Classic 2015,College,2015,1204
1st Annual West Point Classic,College,2015,1205
Booya's Spring Stampede 2015,College,2015,1206
Bring The Huckus VI,College,2015,1207
Cat Fight III,College,2015,1208
DIII Midwestern Invite 2015,College,2015,1209
Trouble In Vegas 2015,College,2015,1210
Samford Tournament 2015,College,2015,1211
Dust Bowl 2015,College,2015,1212
Garden State Indoor 2015,College,2015,1213
Huckin' in the Hills II,College,2015,1214
Midwest Throwdown 2015,College,2015,1215
San Jose State Ultimate Tournament 2015,College,2015,1216
Stanford Invite 2015,College,2015,1217
Atlantic City V,College,2015,1218
Centex Invite 2015,College,2015,1219
PLU BBQ 2015,College,2015,1220
Rip Tide 2015,College,2015,1221
Tally Classic X,College,2015,1222
Woodside Invite 2015,College,2015,1223
DIII Easterns 2015,College,2015,1224
Pam's Huckfest 2015,College,2015,1225
Cancellation Station 2015,College,2015,1226
College Southerns 2015,College,2015,1227
College Terminus 2015,College,2015,1228
CWRUL Memorial Tournament 2015,College,2015,1229
Last Call 6,College,2015,1230
Provo Open 2015,College,2015,1231
River City Tune Up V,College,2015,1232
Smellfish Beenaza 2015,College,2015,1233
Spring Awakening III,College,2015,1234
Steakfest 2015,College,2015,1235
Easterns 2015,College,2015,1236
2015 Heart of Texas Huckfest,College,2015,1237
Brockport Annual Spring Fling 2015,College,2015,1238
Disc-Throw Inferno 2015,College,2015,1239
Garden State VI,College,2015,1240
Huck Finn XIX,College,2015,1241
Invite Plan B 2015,College,2015,1242
Kokopelli 2015,College,2015,1243
Milly Sectional Tuneups 2015,College,2015,1244
Music City Tune Up 2015,College,2015,1245
New England Open 2015,College,2015,1246
Old Capital Open 2015,College,2015,1247
Palouse Invite 2015,College,2015,1248
The Greatest Crusade 2015,College,2015,1249
Throwasaurus Sadie Hawkins 2015,College,2015,1250
Uprising III,College,2015,1251
Florida Winter Classic 2015,College,2015,1252
Joint Summit Women's 2015,College,2015,1253
Winta Binta Vinta Fest 2015,College,2015,1254
2015 President's Day Qualifier,College,2015,1255
Colluvium 2015 (Women's),College,2015,1256
Tar Heel Tune Up 2015,College,2015,1257
2015 Big D in Little D (Women),College,2015,1258
