team,gender,division,city,state,region,section,id
MUTT,Mixed,Club,St. Paul,MN,North Central,Northwest Plains,403
Discney,Mixed,Club,Beaumont,TX,South Central,Texas,404
Bulleit Train,Mixed,Club,Seattle,WA,Northwest,Washington/BC,405
Friendzone,Mixed,Club,Seattle,WA,Northwest,Washington/BC,406
The Los Gatos Gatos,Mixed,Club,San Jose,CA,Southwest,NorCal,407
I-79,Mixed,Club,Pittsburgh,PA,Mid-Atlantic,Founders,408
MN Superior,Mixed,Club,Twin Cities,MN,,,409
Sparkle Ponies,Mixed,Club,Rockville,MD,Mid-Atlantic,Capital,410
Cool Whip,Mixed,Club,Boston,MA,Northeast,East New England,411
Fleet,Mixed,Club,Baltimore,MD,Mid-Atlantic,Capital,412
Mutiny,Mixed,Club,St. Petersburg,FL,Southeast,Florida,413
Farm Show,Mixed,Club,Harrisburg,PA,Mid-Atlantic,Founders,414
Eat Lightning,Mixed,Club,New York City,NY,Northeast,Metro NY,415
Long Beach Legacy,Mixed,Club,Long Beach,CA,Southwest,So Cal,416
Dinosaur Fancy,Mixed,Club,Madison,WI,North Central,Northwest Plains,417
WHUF*,Mixed,Club,Woods Hole,MA,Northeast,West New England,418
Rogue,Mixed,Club,Tucson,AZ,Southwest,So Cal,419
DR,Mixed,Club,Berkeley,CA,Southwest,NorCal,420
Bucket,Mixed,Club,Atlanta,GA,Southeast,East Coast,421
Liquid Hustle,Mixed,Club,Indianapolis,IN,Great Lakes,Central Plains,422
Blackbird,Mixed,Club,San Francisco,CA,Southwest,NorCal,423
Rocket LawnChair,Mixed,Club,Ann Arbor,MI,Great Lakes,East Plains,424
BFG,Mixed,Club,Seattle,WA,Northwest,Washington/BC,425
Indiana Pterodactyl Attack (IPA),Mixed,Club,Clarksville,IN,Great Lakes,Central Plains,426
Goose Lee,Mixed,Club,Cincinnati,OH,Great Lakes,East Plains,427
FIRE ULTIMATE CLUB MIAMI,Mixed,Club,Miami,FL,Southeast,Florida,428
Moonshine,Mixed,Club,Lexington,KY,Great Lakes,East Plains,429
Hybrid,Mixed,Club,Ann Arbor,MI,Great Lakes,East Plains,430
Natural Twenties,Mixed,Club,Portland,OR,Northwest,Oregon,431
Classy,Mixed,Club,San Francisco,CA,Southwest,NorCal,432
HAOS,Mixed,Club,Watertown,MA,Northeast,East New England,433
Happy Valley,Mixed,Club,Amherst,MA,Northeast,West New England,434
Pixel,Mixed,Club,Royal Oak,MI,Great Lakes,East Plains,435
Toast,Mixed,Club,Grand Rapids,MI,Great Lakes,East Plains,436
Shakedown,Mixed,Club,Chicago,IL,Great Lakes,Central Plains,437
Sweet Action,Mixed,Club,Denver,CO,South Central,Rocky Mountain,438
Bird,Mixed,Club,Minneapolis,MN,North Central,Northwest Plains,439
Family Style,Mixed,Club,Los Angeles,CA,Southwest,So Cal,440
Ope!,Mixed,Club,Minneapolis,MN,North Central,Northwest Plains,441
SkyLab,Mixed,Club,Portland,OR,Northwest,Oregon,442
Pretty Boys and Handsome Girls,Mixed,Club,Winnipeg,Manitoba,,,443
Tequila Mockingbird,Mixed,Club,Chicago,IL,Great Lakes,Central Plains,444
Stackcats,Mixed,Club,Chicago,IL,Great Lakes,Central Plains,445
Happy Hour,Mixed,Club,McMinnville,OR,Northwest,Oregon,446
Superlame,Mixed,Club,Asheville,NC,Southeast,North Carolina,447
sKNO cone,Mixed,Club,Knoxville,TN,Southeast,East Coast,448
Dead Reckoning,Mixed,Club,Portland,ME,Northeast,East New England,449
Pivot,Mixed,Club,Phoenix,AZ,Southwest,So Cal,450
Pink pear 2019,Mixed,Club,New York,NY,Northeast,Metro NY,451
Swing Vote,Mixed,Club,Washington,DC,,,452
The Chad Larson Experience,Mixed,Club,Ames,IA,North Central,West Plains,453
Magic City Mayhem,Mixed,Club,Birmingham,AL,Southeast,Gulf Coast,454
Wild Card,Mixed,Club,Boston,MA,Northeast,East New England,455
Philly Twist,Mixed,Club,Philadelphia,PA,Mid-Atlantic,Founders,456
Sad Mountain,Mixed,Club,Greenfield,MA,Northeast,West New England,457
Delta Breeze,Mixed,Club,Davis,CA,Southwest,NorCal,458
Identity Theft,Mixed,Club,Minneapolis,MN,North Central,Northwest Plains,459
Mashed,Mixed,Club,Syracuse,NY,Northeast,Upstate NY,460
Fear and Loathing,Mixed,Club,Las Vegas,NV,Southwest,So Cal,461
Tropics Ultimate,Mixed,Club,Oneonta,NY,Northeast,Upstate NY,462
Choco Ghost House,Mixed,Club,Portland,OR,Northwest,Oregon,463
7 Sins,Mixed,Club,Kansas City,KS,North Central,West Plains,464
Side Hustle,Mixed,Club,Burlington,VT,Northeast,West New England,465
Nautilus,Mixed,Club,Newington,CT,Northeast,Metro NY,466
Platypi,Mixed,Club,Chico,CA,Southwest,NorCal,467
Hive,Mixed,Club,Portland,OR,Northwest,Oregon,468
Mixed Signals,Mixed,Club,Fort Collins,CO,South Central,Rocky Mountain,469
Rising Tide U20X,Mixed,Club,Portland,ME,Northeast,East New England,470
Garbage,Mixed,Club,Seattle,WA,Northwest,Washington/BC,471
Garage Sale,Mixed,Club,Eugene,OR,Northwest,Oregon,472
Love Tractor,Mixed,Club,Denver,CO,South Central,Rocky Mountain,473
Madison United Mixed Ultimate,Mixed,Club,Madison,WI,North Central,Northwest Plains,474
Chili Poppers,Mixed,Club,Fort Worth,TX,South Central,Texas,475
Lights Out,Mixed,Club,Seattle,WA,Northwest,Washington/BC,476
Equinox,Mixed,Club,Montpelier,VT,Northeast,West New England,477
Seattle Mixtape,Mixed,Club,Seattle,WA,Northwest,Washington/BC,478
Chaotic Good,Mixed,Club,Cambridge,MA,Northeast,East New England,479
The Administrators,Mixed,Club,Portland,OR,Northwest,Oregon,480
Midwestern Mediocrity,Mixed,Club,Grand Rapids,MI,Great Lakes,East Plains,481
TBD,Mixed,Club,NYC,NY,Northeast,Metro NY,482
Mixed on the Rock,Mixed,Club,Little Rock,AR,South Central,Ozarks,483
Public Enemy,Mixed,Club,Dallas/Fort Worth,TX,South Central,Texas,484
Buckwild,Mixed,Club,Sacramento,CA,Southwest,NorCal,485
Mississippi Blues,Mixed,Club,Jackson,MS,Southeast,Gulf Coast,486
California Burrito,Mixed,Club,San Diego,CA,Southwest,So Cal,487
shame.,Mixed,Club,Fort Collins,CO,South Central,Rocky Mountain,488
BW Ultimate,Mixed,Club,Sunnyvale,CA,Southwest,NorCal,489
Moontower,Mixed,Club,Austin,TX,South Central,Texas,490
Nothing's Great Again (aka Babymaker),Mixed,Club,Chicago,IL,Great Lakes,Central Plains,491
Garbage Plates,Mixed,Club,Rochester,NY,Northeast,Upstate NY,492
Balloon,Mixed,Club,College Station,TX,South Central,Texas,493
Storm,Mixed,Club,Charlotte,NC,Southeast,North Carolina,494
Megalodon,Mixed,Club,Sunnyvale,CA,Southwest,NorCal,495
Hellbenders,Mixed,Club,Springfield,MO,North Central,West Plains,496
Argo,Mixed,Club,San Francisco,CA,Southwest,NorCal,497
VU,Mixed,Club,San Francisco,CA,Southwest,NorCal,498
Party Cats,Mixed,Club,San Francisco,CA,Southwest,NorCal,499
Feral Cows,Mixed,Club,Palo Alto,CA,Southwest,NorCal,500
Bold City,Mixed,Club,Jacksonville,FL,Southeast,Florida,501
Big Bend,Mixed,Club,Tallahassee,FL,Southeast,Florida,502
Hairy Otter,Mixed,Club,Nashville,TN,Southeast,East Coast,503
Huntsville Outlaws,Mixed,Club,Huntsville,AL,Southeast,Gulf Coast,504
Tex Mix,Mixed,Club,Dallas,TX,South Central,Texas,505
Trash Pandas,Mixed,Club,Nashville,TN,Southeast,East Coast,506
Jughandle,Mixed,Club,Princeton,NJ,Mid-Atlantic,Founders,507
Mixfits,Mixed,Club,Dallas,TX,South Central,Texas,508
Alchemy,Mixed,Club,San Francisco,CA,Southwest,NorCal,509
Varsity,Mixed,Club,New York,NY,Northeast,Metro NY,510
Igneous Ultimate,Mixed,Club,Bend,OR,Northwest,Oregon,511
Piedmont United,Mixed,Club,Winston-Salem,NC,Southeast,North Carolina,512
Stoke,Mixed,Club,West Chester,PA,Mid-Atlantic,Founders,513
Loco,Mixed,Club,West Chester,PA,Mid-Atlantic,Founders,514
Toro,Mixed,Club,Durham,NC,Southeast,North Carolina,515
Legion,Mixed,Club,Virginia,VA,Mid-Atlantic,Capital,516
Stormborn,Mixed,Club,Washington,DC,Mid-Atlantic,Capital,517
APEX,Mixed,Club,Charleston,SC,Southeast,East Coast,518
Ant Madness,Mixed,Club,Arlington,VA,Mid-Atlantic,Capital,519
Snake Country,Mixed,Club,Boston,MA,Northeast,East New England,520
NC Galaxy,Mixed,Club,Chapel Hill,NC,Southeast,North Carolina,521
Malice in Wonderland,Mixed,Club,Raleigh,NC,Southeast,North Carolina,522
Lotus,Mixed,Club,Los Angeles,CA,Southwest,So Cal,523
Firefly,Mixed,Club,San Francisco,CA,Southwest,NorCal,524
Risky Business,Mixed,Club,Dallas,TX,South Central,Texas,525
Metro North,Mixed,Club,Mianus,CT,Northeast,Metro NY,526
Alpha,Mixed,Club,The Woodlands,TX,South Central,Texas,527
Turnstyle,Mixed,Club,New York,NY,Northeast,Metro NY,528
EMU,Mixed,Club,Evanston,IL,Great Lakes,Central Plains,529
Unlimited Swipes,Mixed,Club,New York,NY,Northeast,Metro NY,530
Absolute Zero,Mixed,Club,Santa Clara,CA,Southwest,NorCal,531
Wildstyle,Mixed,Club,Austin,TX,South Central,Texas,532
Happy Cows,Mixed,Club,San Francisco Bay Area,CA,,,533
Impact,Mixed,Club,Wichita,KS,North Central,West Plains,534
Robot,Mixed,Club,Santa Barbara,CA,Southwest,So Cal,535
Mischief,Mixed,Club,San Francisco Bay Area,CA,Southwest,NorCal,536
Rubix,Mixed,Club,Phoenix,AZ,Southwest,So Cal,537
Memphis STAX,Mixed,Club,Memphis,TN,Southeast,Gulf Coast,538
SlipStream,Mixed,Club,Indianapolis,IN,Great Lakes,Central Plains,539
ELevate,Mixed,Club,Chicago,IL,Great Lakes,Central Plains,540
LudICRous,Mixed,Club,Cedar Rapids,IA,North Central,West Plains,541
Pi+,Mixed,Club,Lexington,KY,Great Lakes,East Plains,542
Robotic Snakes,Mixed,Club,Lincoln,NE,North Central,West Plains,544
Mixchief,Mixed,Club,WEST PALM BEACH,FL,Southeast,Florida,545
Weird,Mixed,Club,Florida,FL,Southeast,Florida,546
BATL Cows,Mixed,Club,Atlanta,GA,Southeast,East Coast,547
Fox Valley Forge,Mixed,Club,Fox Valley,WI,North Central,Northwest Plains,548
Jackpot,Mixed,Club,Jacksonville,FL,Southeast,Florida,549
HVAC,Mixed,Club,Washington DC,DC,Mid-Atlantic,Capital,550
Skyhawks,Mixed,Club,South Bend,IN,Great Lakes,Central Plains,551
Rally,Mixed,Club,Washington,DC,Mid-Atlantic,Capital,552
Point of No Return,Mixed,Club,Stevens Point,WI,North Central,Northwest Plains,553
Superstition,Mixed,Club,Phoenix,AZ,Southwest,So Cal,554
Espionage,Mixed,Club,Washington,DC,Mid-Atlantic,Capital,555
FlyTrap,Mixed,Club,Wilmington,NC,Southeast,North Carolina,556
Heavy Flow,Mixed,Club,Columbia,MD,Mid-Atlantic,Capital,557
District Cocktails,Mixed,Club,Washington,DC,Mid-Atlantic,Capital,558
NOISE,Mixed,Club,Madison,WI,North Central,Northwest Plains,559
Birds of Paradise,Mixed,Club,San Diego,CA,Southwest,So Cal,560
Scarecrow,Mixed,Club,Manchester,NH,Northeast,East New England,561
The Umbrella,Mixed,Club,Athens,GA,Southeast,East Coast,562
Craw Daddies,Mixed,Club,Baton Rouge,LA,Southeast,Gulf Coast,563
Second Wind,Mixed,Club,Columbus,OH,Great Lakes,East Plains,564
m'kay Ultimate,Mixed,Club,ATLANTA,GA,Southeast,East Coast,565
Monster,Mixed,Club,Loganville,GA,Southeast,East Coast,566
ThunderCats,Mixed,Club,Charlotte,NC,Southeast,North Carolina,567
Sorted Beans,Mixed,Club,Cambridge,MA,Northeast,East New England,568
Sabers,Mixed,Club,Columbus,OH,Great Lakes,East Plains,569
Waterloo,Mixed,Club,Austin,TX,South Central,Texas,570
Pandamonium,Mixed,Club,Saint Paul,MN,North Central,Northwest Plains,571
The Bandits,Mixed,Club,Montclair,NJ,Mid-Atlantic,Founders,572
Space Heater,Mixed,Club,Washington,DC,Mid-Atlantic,Capital,573
Flight Club,Mixed,Club,Denver,CO,South Central,Rocky Mountain,574
Pegasus,Mixed,Club,Seattle,WA,Northwest,Washington/BC,575
Memphis Hustle & Flow,Mixed,Club,Memphis,TN,Southeast,Gulf Coast,576
Mud Turtles,Mixed,Club,Houston,TX,South Central,Texas,577
Bexar,Mixed,Club,San Antonio,TX,South Central,Texas,578
Crucible,Mixed,Club,Pittsburgh,PA,Mid-Atlantic,Founders,579
Breakers Mark,Mixed,Club,Portland,OR,Northwest,Oregon,580
Alt Stacks,Mixed,Club,Fairfield,CT,Northeast,Metro NY,581
Stripes,Mixed,Club,Chicago,IL,Great Lakes,Central Plains,582
blOKC party,Mixed,Club,Oklahoma City,OK,South Central,Ozarks,583
No Touching!,Mixed,Club,Twin Cities,MN,North Central,Northwest Plains,584
Instant Karma,Mixed,Club,Tucson,AZ,Southwest,So Cal,585
Carolina Reaper,Mixed,Club,Raleigh,NC,Southeast,North Carolina,586
rubber duck ultimate.,Mixed,Club,Fayetteville,AR,South Central,Ozarks,587
LORD,Mixed,Club,Fairfax,VA,Mid-Atlantic,Capital,588
The Feminists,Mixed,Club,New York,NY,Northeast,Metro NY,589
Seoulmates,Mixed,Club,Charlotte,NC,Southeast,North Carolina,590
Drag'n Thrust,Mixed,Club,Minneapolis,MN,North Central,Northwest Plains,591
Albany Airbenders,Mixed,Club,Albany,NY,Northeast,Upstate NY,592
Prion,Mixed,Club,Champaign,IL,Great Lakes,Central Plains,593
Soft Boiled,Mixed,Club,Philadelphia,PA,Mid-Atlantic,Founders,594
OutKast,Mixed,Club,Atlanta,GA,Southeast,East Coast,595
Rowdy,Mixed,Club,Raleigh,NC,Southeast,North Carolina,596
Murmur,Mixed,Club,Athens,GA,Southeast,East Coast,597
Default,Mixed,Club,Burlington,VT,Northeast,West New England,598
EDM,Mixed,Club,Denver,CO,South Central,Rocky Mountain,599
League of Shadows,Mixed,Club,Boston,MA,Northeast,East New England,600
MOONDOG,Mixed,Club,Montana,MT,Northwest,Big Sky,601
Pandatime,Mixed,Club,Towson,MD,Mid-Atlantic,Capital,602
Face Off,Mixed,Club,Portsmouth,NH,Northeast,East New England,603
Donuts,Mixed,Club,Bay Area,CA,Southwest,NorCal,604
Darkwing,Mixed,Club,Mansfield,MA,Northeast,East New England,605
Old #7,Mixed,Club,Lynchburg,TN,Southeast,East Coast,606
Minnesota Star Power,Mixed,Club,Minneapolis/ St. Paul,MN,North Central,Northwest Plains,607
Duloofda,Mixed,Club,Duluth,MN,North Central,Northwest Plains,608
Slow White,Mixed,Club,Boston,MA,Northeast,East New England,609
Ouzel,Mixed,Club,Fort Collins,CO,South Central,Rocky Mountain,610
Boomtown Pandas,Mixed,Club,Madison,WI,North Central,Northwest Plains,611
Possum,Mixed,Club,Greenville,SC,Southeast,East Coast,612
Buffalo Brain Freeze,Mixed,Club,Buffalo,NY,Northeast,Upstate NY,613
Great Minnesota Get Together,Mixed,Club,Falcon Heights,MN,North Central,Northwest Plains,614
Sebastopol Orchard,Mixed,Club,Sebastopol,CA,Southwest,NorCal,615
Taco Cat,Mixed,Club,Chicago,IL,Great Lakes,Central Plains,616
Baltimore BENCH,Mixed,Club,Baltimore,MD,Mid-Atlantic,Capital,617
Enough Monkeys,Mixed,Club,Hartford,VT,Northeast,West New England,618
Jabba,Mixed,Club,Chicago,IL,Great Lakes,Central Plains,619
RnB,Mixed,Club,Roanoke n Blacksburg,VA,Mid-Atlantic,Capital,620
Pushovers,Mixed,Club,Lake Elmo,MN,North Central,Northwest Plains,621
8 Bit Heroes,Mixed,Club,Frederick,MD,Mid-Atlantic,Capital,622
Funk,Mixed,Club,Newburgh,NY,Northeast,Metro NY,623
Birdfruit,Mixed,Club,Seattle,WA,Northwest,Washington/BC,624
Orbit,Mixed,Club,Atlanta,GA,Southeast,East Coast,625
Melt,Mixed,Club,Saint Paul,MN,North Central,Northwest Plains,626
Cutthroat,Mixed,Club,Reno,NV,Southwest,NorCal,627
Thunderpants the Magic Dragon,Mixed,Club,Dayton,OH,Great Lakes,East Plains,628
Petey's Scallywags,Mixed,Club,Columbus,OH,Great Lakes,East Plains,629
Petey's Pirates,Mixed,Club,Columbus,OH,Great Lakes,East Plains,630
Rainbow,Mixed,Club,Somerville,MA,Northeast,East New England,631
Mojo Jojo,Mixed,Club,Minneapolis,MN,North Central,Northwest Plains,632
American Barbecue,Mixed,Club,San Francisco,CA,Southwest,NorCal,633
Tyrannis,Mixed,Club,Charlottesville,VA,Mid-Atlantic,Capital,634
Alloy,Mixed,Club,Pittsburgh,PA,Mid-Atlantic,Founders,635
Spoiler Alert,Mixed,Club,Los Angeles,CA,Southwest,So Cal,636
Auburn HeyDay,Mixed,Club,Auburn,AL,Southeast,Gulf Coast,637
Night Shift,Mixed,Club,Walpole/Taunton,MA,Northeast,East New England,638
The Strangers,Mixed,Club,Westminster,CO,South Central,Rocky Mountain,639
Mad Udderburn,Mixed,Club,Madison,WI,North Central,Northwest Plains,640
Rat City,Mixed,Club,Baltimore,MD,Mid-Atlantic,Capital,641
Polar Bears,Mixed,Club,Berkeley,CA,Southwest,NorCal,642
Mastodon,Mixed,Club,Madison,WI,North Central,Northwest Plains,643
Birds,Mixed,Club,Long Island,NY,Northeast,Metro NY,644
Woodwork,Mixed,Club,Omaha,NE,North Central,West Plains,645
Baywatch,Mixed,Club,Pensacola,FL,Southeast,Florida,646
Boomtown,Mixed,Club,Tulsa,OK,South Central,Ozarks,647
Columbus Cocktails,Mixed,Club,Columbus,OH,Great Lakes,East Plains,648
Derby City Thunder,Mixed,Club,Louisville,KY,Great Lakes,East Plains,649
Steamboat,Mixed,Club,Cincinnati,OH,Great Lakes,East Plains,650
Battleship,Mixed,Club,St-Jean-sur-Richelieu,Quebec,Northeast,East New England,651
Rampage,Mixed,Club,Raleigh,NC,Southeast,North Carolina,652
Lochsa,Mixed,Club,Boise,ID,Northwest,Big Sky,653
Buffalo Lake Effect,Mixed,Club,Buffalo,NY,Northeast,Upstate NY,654
Northern Comfort,Mixed,Club,Milwaukee,WI,North Central,Northwest Plains,655
Mousetrap,Mixed,Club,Madison,WI,North Central,Northwest Plains,656
Grand Army,Mixed,Club,Brooklyn,NY,Northeast,Metro NY,657
PanIC,Mixed,Club,Iowa City,IA,North Central,West Plains,658
XIST,Mixed,Club,New York,NY,Northeast,Metro NY,659
AMP,Mixed,Club,Philadelphia,PA,Mid-Atlantic,Founders,660
Sunken Circus,Mixed,Club,Portland,ME,Northeast,East New England,661
JLP,Mixed,Club,Atlanta,GA,Southeast,East Coast,662
Chalice,Mixed,Club,St. Louis,MO,North Central,West Plains,663
Rhino,Men,Club,,,,,1805
Ironside,Men,Club,,,,,1806
Temper,Men,Club,,,,,1807
Riot,Women,Club,,,,,1808
Capitals,Women,Club,,,,,1809
Green Means Go,Women,Club,,,,,1810
Seattle Mixed,Mixed,Club,,,,,1811
D'oh! Abides,Mixed,Club,,,,,1812
7 Figures,Mixed,Club,,,,,1813
Santa Maria,Mixed,Club,,,,,1814
Cosa Nostra,Mixed,Club,,,,,1815
Madison Club,Men,Club,,,,,1816
Madison Club B,Men,Club,,,,,1817
SmokeStack,Men,Club,,,,,1818
City Park Ultimate,Men,Club,,,,,1819
T.C. Imperial,Men,Club,,,,,1820
Illusion,Men,Club,,,,,1821
Condors,Men,Club,,,,,1822
Renegade,Men,Club,,,,,1823
Boost FC,Men,Club,,,,,1824
Sprawl,Men,Club,,,,,1825
Oaks,Men,Club,,,,,1826
CAKti,Men,Club,,,,,1827
HIGH FIVE,Men,Club,,,,,1828
Beachfront Property,Men,Club,,,,,1829
Madcow,Men,Club,,,,,1830
Black Market,Men,Club,,,,,1831
BroCats,Men,Club,,,,,1832
Smokestack,Men,Club,,,,,1833
Taft-Punk,Men,Club,,,,,1834
Killjoys,Men,Club,,,,,1835
Mental Toss Flycoons,Men,Club,,,,,1836
Warchild,Men,Club,,,,,1837
Garuda,Men,Club,,,,,1838
Bruises,Men,Club,,,,,1839
Genny Tall Boys,Men,Club,,,,,1840
Grand Trunk,Men,Club,,,,,1841
Mephisto,Men,Club,,,,,1842
Man Man,Men,Club,,,,,1843
Night's Watch,Men,Club,,,,,1844
The Watchmen,Men,Club,,,,,1845
Youngbloods,Men,Club,,,,,1846
Dark or Light,Men,Club,,,,,1847
Omen,Men,Club,,,,,1848
Florida United,Men,Club,,,,,1849
Cash Crop,Men,Club,,,,,1850
Shrimp Boat,Men,Club,,,,,1851
Jockamo,Men,Club,,,,,1852
Southern Hospitality,Men,Club,,,,,1853
Strong Hand,Men,Club,,,,,1854
ShawShack Redemption,Men,Club,,,,,1855
Freaks Uv Nature,Men,Club,,,,,1856
Space City Ignite,Men,Club,,,,,1857
Presidio de Bexar,Men,Club,,,,,1858
Wildcard,Men,Club,,,,,1859
PLEX,Men,Club,,,,,1860
Riverside Ultimate,Men,Club,,,,,1861
Howlers,Men,Club,,,,,1862
Red or Green?,Mixed,Club,,,,,1863
RUA,Mixed,Club,,,,,1864
Identity Crisis,Mixed,Club,,,,,1865
Houston Hellfighters,Mixed,Club,,,,,1866
Spikes Peak,Mixed,Club,,,,,1867
Flying Dutchman,Mixed,Club,,,,,1868
Beta Iota Delta,Mixed,Club,,,,,1869
RUCkus,Mixed,Club,,,,,1870
theRUB,Mixed,Club,,,,,1871
The Observers,Mixed,Club,,,,,1872
Possum Stompers,Men,Club,,,,,1873
RUNTIME,Men,Club,,,,,1874
Colorblind,Men,Club,,,,,1875
Dire Wolf,Men,Club,,,,,1876
CityWide Special,Men,Club,,,,,1877
Drago,Men,Club,,,,,1878
Des Moines Metro,Mixed,Club,,,,,1879
No Touching,Mixed,Club,,,,,1880
panIC,Mixed,Club,,,,,1881
Thoroughbred,Mixed,Club,,,,,1882
Del Sol,Mixed,Club,,,,,1883
Groove,Mixed,Club,,,,,1884
Dauntless,Mixed,Club,,,,,1885
Dorado,Mixed,Club,,,,,1886
Naughty Love,Mixed,Club,,,,,1887
Capitol Punishment,Mixed,Club,,,,,1888
Shenanigans,Mixed,Club,,,,,1889
Handlebar,Mixed,Club,,,,,1890
Interrobang!,Mixed,Club,,,,,1891
The Abusement Park,Mixed,Club,,,,,1892
Snow Day,Mixed,Club,,,,,1893
Omertà,Mixed,Club,,,,,1894
Robot Twoniraffapus 3030,Mixed,Club,,,,,1895
Tire Fire,Mixed,Club,,,,,1896
BirdFruit,Mixed,Club,,,,,1897
Skysharks,Mixed,Club,,,,,1898
makeshift,Mixed,Club,,,,,1899
Seattle Freeze,Mixed,Club,,,,,1900
SHUYAMOUF,Mixed,Club,,,,,1901
7 Express,Mixed,Club,,,,,1902
UNION,Mixed,Club,,,,,1903
Lions,Mixed,Club,,,,,1904
Destructors,Mixed,Club,,,,,1905
The Ghosts,Mixed,Club,,,,,1906
Pleasuretown,Mixed,Club,,,,,1907
Last Call,Mixed,Club,,,,,1908
Ursidae,Mixed,Club,,,,,1909
Mixed Nuts,Mixed,Club,,,,,1910
Carolina Reign,Mixed,Club,,,,,1911
Nooga by Nature,Mixed,Club,,,,,1912
KoD,Mixed,Club,,,,,1913
Cahoots,Mixed,Club,,,,,1914
Swing State,Mixed,Club,,,,,1915
Pluff Mud Panic,Mixed,Club,,,,,1916
Charlotte Storm,Mixed,Club,,,,,1917
Swamp Rabbit,Mixed,Club,,,,,1918
The Hucking Dead,Mixed,Club,,,,,1919
Raleighwood,Mixed,Club,,,,,1920
NOPPSAPC,Mixed,Club,,,,,1921
Jolly Roger,Mixed,Club,,,,,1922
Southern Revival,Mixed,Club,,,,,1923
Death By Jubilee,Mixed,Club,,,,,1924
Ambiguous Grey,Mixed,Club,,,,,1925
Bang!,Mixed,Club,,,,,1926
Jagged Ice,Mixed,Club,,,,,1927
Hooray for Coed Hooray!,Mixed,Club,,,,,1928
The Muff 'n Men,Mixed,Club,,,,,1929
American Hyperbole,Mixed,Club,,,,,1930
Blowin Heat,Mixed,Club,,,,,1931
Throws of Passion,Mixed,Club,,,,,1932
BITMAP,Mixed,Club,,,,,1933
Clue,Mixed,Club,,,,,1934
Snap,Women,Club,,,,,1935
RevoLOUtion,Women,Club,,,,,1936
Spicy Tuna,Women,Club,,,,,1937
Flo,Women,Club,,,,,1938
Fryz Ultimate,Women,Club,,,,,1939
Outlaw,Women,Club,,,,,1940
Further,Women,Club,,,,,1941
Nova,Women,Club,,,,,1942
Baywatch,Women,Club,,,,,1943
Swagger,Women,Club,,,,,1944
Storm,Women,Club,,,,,1945
Encore,Women,Club,,,,,1946
Backhanded,Women,Club,,,,,1947
Breakfast Club,Women,Club,,,,,1948
Bear Jordan,Men,Club,,,,,1949
Lafayette Street Dogs,Men,Club,,,,,1950
INfamous,Men,Club,,,,,1951
Polar Vortex,Men,Club,,,,,1952
Pocket City Approach,Men,Club,,,,,1953
University of Illinois,Men,Club,,,,,1954
Olivet Nazarene,Men,Club,,,,,1955
Papal Rage,Men,Club,,,,,1956
Jurassic Shark,Men,Club,,,,,1957
Ghetto Farce,Men,Club,,,,,1958
Spoiler,Men,Club,,,,,1959
FoG,Men,Club,,,,,1960
Super Phun Tyme,Men,Club,,,,,1961
Breaker's Mark,Men,Club,,,,,1962
Lunchbelly,Men,Club,,,,,1963
Supernova,Men,Club,,,,,1964
L-Train,Men,Club,,,,,1965
Puppies,Men,Club,,,,,1966
Wisconsin Hops,Men,Club,,,,,1967
Hippie Mafia,Men,Club,,,,,1968
Climax,Men,Club,,,,,1969
Bonehorn,Men,Club,,,,,1970
Mistress,Men,Club,,,,,1971
DUC,Men,Club,,,,,1972
Warriors of Rad,Men,Club,,,,,1973
Somerville Youth,Men,Club,,,,,1974
Providence Pack Dogs,Men,Club,,,,,1975
Red Tide Black,Men,Club,,,,,1976
Medford Jumbats,Men,Club,,,,,1977
#GHETTOFOREST,Men,Club,,,,,1978
Colby,Men,Club,,,,,1979
Bowdoin,Men,Club,,,,,1980
Boston University,Men,Club,,,,,1981
Highbrow,Men,Club,,,,,1982
Birds of Pray,Men,Club,,,,,1983
Brawl,Men,Club,,,,,1984
Hazed and Confused,Men,Club,,,,,1985
Candy Shop,Men,Club,,,,,1986
Yale Superfly,Men,Club,,,,,1987
Sectionals Ultimate Club NYC,Men,Club,,,,,1988
The Skyentists,Men,Club,,,,,1989
Westchester Magma Bears,Men,Club,,,,,1990
The Greater B.A.D.,Men,Club,,,,,1991
Stuyvesant Sticky Fingers,Men,Club,,,,,1992
Middletown Flatball,Men,Club,,,,,1993
Cornell Club,Men,Club,,,,,1994
Stonefish,Men,Club,,,,,1995
Xavier's School for Gifted Youngsters,Men,Club,,,,,1996
Lone Wolves,Men,Club,,,,,1997
UVM X,Men,Club,,,,,1998
Agony,Men,Club,,,,,1999
Rage,Men,Club,,,,,2000
Amherst X,Men,Club,,,,,2001
Amherst Y,Men,Club,,,,,2002
Dartmouth,Men,Club,,,,,2003
Williams-X,Men,Club,,,,,2004
Magma 3,Men,Club,,,,,2005
UVM Y,Men,Club,,,,,2006
Serengeti,Men,Club,,,,,2007
Pizza Kids,Men,Club,,,,,2008
Burnside,Men,Club,,,,,2009
Rip City Ultimate Club Team,Men,Club,,,,,2010
PTC,Men,Club,,,,,2011
HAM,Men,Club,,,,,2012
Fryz,Men,Club,,,,,2013
TFT,Men,Club,,,,,2014
Mamabird,Men,Club,,,,,2015
Open Space,Mixed,Club,,,,,2016
Dragon Army,Mixed,Club,,,,,2017
Space City Fuel,Men,Club,,,,,2018
